Company Name,Index_type,Sector,Industry,Symbol,P/E,MarketCap
Reliance Industries Limited,Large,Energy,Oil & Gas Refining & Marketing,RELIANCE,27.61701,16316861775872
Tata Consultancy Services Limited,Large,Technology,Information Technology Services,TCS,37.61327,14156264636416
HDFC Bank Limited,Large,Financial Services,Banks—Regional,HDFCBANK,23.326649,8380209430528
Infosys Limited,Large,Technology,Information Technology Services,INFY,33.90062,7280079667200
Hindustan Unilever Limited,Large,Consumer Defensive,Household & Personal Products,HINDUNILVR,61.147617,5356947767296
Housing Development Finance Corporation Limited,Large,Financial Services,Mortgage Finance,HDFC,20.262094,4302155022336
ICICI Bank Limited,Large,Financial Services,Banks—Regional,ICICIBANK,24.374207,5329251729408
Kotak Mahindra Bank Limited,Large,Financial Services,Banks—Regional,KOTAKBANK,33.358253,3585133248512
State Bank of India,Large,Financial Services,Banks—Regional,SBIN,14.448695,4617146466304
Bajaj Finance Limited,Large,Financial Services,Credit Services,BAJFINANCE,72.23819,4280002281472
Bharti Airtel Limited,Large,Communication Services,Telecom Services,BHARTIARTL,130.74107,4204346474496
ITC Limited,Large,Consumer Defensive,Tobacco,ITC,18.55134,2747345928192
HCL Technologies Limited,Large,Technology,Information Technology Services,HCLTECH,25.345894,3161696763904
Asian Paints Limited,Large,Basic Materials,Specialty Chemicals,ASIANPAINT,102.45113,3109550030848
Wipro Limited,Large,Technology,Information Technology Services,WIPRO,25.315624,3058960695296
Axis Bank Limited,Large,Financial Services,Banks—Regional,AXISBANK,19.349222,2438650658816
Maruti Suzuki India Limited,Large,Consumer Cyclical,Auto Manufacturers,MARUTI,79.96947,2594867249152
Larsen & Toubro Limited,Large,Industrials,Engineering & Construction,LT,31.253057,2602917691392
UltraTech Cement Limited,Large,Basic Materials,Building Materials,ULTRACEMCO,32.069355,2082795683840
Avenue Supermarts Limited,Large,Consumer Defensive,Discount Stores,DMART,181.97467,2670809317376
Adani Green Energy Limited,Large,Utilities,Utilities—Renewable,ADANIGREEN,1853.5748,3041060978688
Bajaj Finserv Limited,Large,Financial Services,Financial Conglomerates,BAJAJFINSV,61.898544,2593773846528
Sun Pharmaceutical Industries Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,SUNPHARMA,32.634193,2096174727168
Adani Ports and Special Economic Zone Limited,Large,Industrials,Marine Shipping,ADANIPORTS,31.401098,1530414497792
HDFC Life Insurance Company Limited,Large,Financial Services,Insurance—Life,HDFCLIFE,103.33096,1228747309056
Titan Company Limited,Large,Consumer Cyclical,Luxury Goods,TITAN,99.30227,2211119890432
Oil & Natural Gas Corporation Limited,Large,Energy,Oil & Gas Integrated,ONGC,4.737946,2105956106240
Hindustan Zinc Limited,Mid,Basic Materials,Other Industrial Metals & Mining,HINDZINC,14.502832,1331825475584
Adani Enterprises Limited,Large,Energy,Thermal Coal,ADANIENT,258.2762,1947763605504
JSW Steel Limited,Large,Basic Materials,Steel,JSWSTEEL,7.196978,1556689715200
Power Grid Corporation of India Limited,Large,Utilities,Utilities—Regulated Electric,POWERGRID,8.513525,1379039576064
SHREE CEMENT LIMITED,Large,Basic Materials,Building Materials,SHREECEM,36.064342,892198518784
Bajaj Auto Limited,Large,Consumer Cyclical,Auto Manufacturers,BAJAJ-AUTO,16.766502,1038335672320
Adani Total Gas Limited,Mid,Utilities,Utilities—Regulated Gas,ATGL,335.83383,1920268369920
NTPC Limited,Large,Utilities,Utilities—Independent Power Producers,NTPC,8.148595,1308080734208
Tata Motors Limited,Large,Consumer Cyclical,Auto Manufacturers,TATAMOTORS,0,0
Adani Transmission Limited,Large,Utilities,Utilities—Regulated Electric,ADANITRANS,228.00775,2198960209920
Mahindra & Mahindra Limited,Large,Consumer Cyclical,Auto Manufacturers,M&M,0,0
Divi's Laboratories Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,DIVISLAB,45.66968,1172682702848
Tech Mahindra Limited,Large,Technology,Information Technology Services,TECHM,24.754606,1396141719552
Dabur India Limited,Large,Consumer Defensive,Household & Personal Products,DABUR,54.212063,985936101376
Grasim Industries Limited,Large,Basic Materials,Building Materials,GRASIM,13.903615,1149767647232
Bharat Petroleum Corporation Limited,Large,Energy,Oil & Gas Refining & Marketing,BPCL,4.08314,809455648768
Pidilite Industries Limited,Large,Basic Materials,Specialty Chemicals,PIDILITIND,98.61268,1240763465728
Tata Steel Limited,Large,Basic Materials,Steel,TATASTEEL,3.2703876,1463527014400
SBI Life Insurance Company Limited,Large,Financial Services,Insurance—Life,SBILIFE,81.32464,1110310780928
Britannia Industries Limited,Large,Consumer Defensive,Packaged Foods,BRITANNIA,55.01724,830372118528
SBI Cards and Payment Services Limited,Large,Financial Services,Credit Services,SBICARD,65.94929,794761363456
Indian Oil Corporation Limited,Large,Energy,Oil & Gas Refining & Marketing,IOC,4.033282,1136289120256
Vedanta Limited,Large,Basic Materials,Other Industrial Metals & Mining,VEDL,7.073325,1369416400896
Coal India Limited,Large,Energy,Thermal Coal,COALINDIA,6.595315,1006373830656
Dr. Reddy's Laboratories Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,DRREDDY,27.250154,716211879936
Godrej Consumer Products Limited,Large,Consumer Defensive,Household & Personal Products,GODREJCP,47.169434,842657038336
Berger Paints (I) Limited,Large,Basic Materials,Specialty Chemicals,BERGEPAINT,85.57919,703539773440
IndusInd Bank Limited,Large,Financial Services,Banks—Regional,INDUSINDBK,17.317408,751377514496
Hindalco Industries Limited,Large,Basic Materials,Aluminum,HINDALCO,10.026789,1185702084608
Eicher Motors Limited,Large,Consumer Cyclical,Auto Manufacturers,EICHERMOT,44.008503,733110665216
DLF Limited,Large,Real Estate,Real Estate—Development,DLF,58.493088,922472742912
Larsen & Toubro Infotech Limited,Large,Technology,Information Technology Services,LTI,48.058975,1057696251904
Indus Towers Limited,Large,Communication Services,Telecom Services,INDUSTOWER,11.813087,698963918848
Havells India Limited,Large,Industrials,Electrical Equipment & Parts,HAVELLS,65.084564,747793874944
Cipla Limited,Large,Healthcare,Drug Manufacturers—General,CIPLA,29.11072,747179343872
Siemens Limited,Large,Industrials,Specialty Industrial Machinery,SIEMENS,82.36476,861062496256
ICICI Lombard General Insurance Company Limited,Large,Financial Services,Insurance—Diversified,ICICIGI,47.945663,634791854080
ICICI Prudential Life Insurance Company Limited,Large,Financial Services,Insurance—Life,ICICIPRULI,113.85036,719512403968
Motherson Sumi Systems Limited,None,Consumer Cyclical,Auto Parts,MOTHERSUMI,36.485027,765283074048
InterGlobe Aviation Limited,Large,Industrials,Airlines,INDIGO,0,0
HDFC Asset Management Company Limited,Large,Financial Services,Asset Management,HDFCAMC,34.42596,470014361600
Ambuja Cements Limited,Large,Basic Materials,Building Materials,AMBUJACEM,22.516802,725159444480
GAIL (India) Limited,Large,Utilities,Utilities—Regulated Gas,GAIL,6.6601534,620544524288
TATA CONSUMER PRODUCTS LIMITED,Large,Consumer Defensive,Packaged Foods,TATACONSUM,88.58903,650571415552
Hero MotoCorp Limited,Large,Consumer Cyclical,Auto Manufacturers,HEROMOTOCO,19.318699,560552935424
Info Edge (India) Limited,Large,Communication Services,Internet Content & Information,NAUKRI,7.0134935,593674960896
Bandhan Bank Limited,Large,Financial Services,Banks—Regional,BANDHANBNK,0,0
Marico Limited,Large,Consumer Defensive,Household & Personal Products,MARICO,53.9307,658407161856
Aurobindo Pharma Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,AUROPHARMA,7.725698,402540101632
Biocon Limited,Large,Healthcare,Biotechnology,BIOCON,74.726295,483481649152
UPL Limited,Large,Basic Materials,Agricultural Inputs,UPL,18.791306,564820246528
Muthoot Finance Limited,Large,Financial Services,Credit Services,MUTHOOTFIN,13.737982,549983092736
Lupin Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,LUPIN,0,0
Cholamandalam Investment and Finance Company Limited,Large,Financial Services,Credit Services,CHOLAFIN,34.75918,553306030080
Cadila Healthcare Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,CADILAHC,8.272843,396699271168
Torrent Pharmaceuticals Limited,Large,Healthcare,Drug Manufacturers—General,TORNTPHARM,34.880676,441739739136
Colgate Palmolive (India) Limited,Large,Consumer Defensive,Household & Personal Products,COLPAL,36.235863,386068643840
Honeywell Automation India Limited,Mid,Industrials,Specialty Industrial Machinery,HONAUT,85.68455,371422265344
Apollo Hospitals Enterprise Limited,Large,Healthcare,Medical Care Facilities,APOLLOHOSP,63.021637,659247005696
Bosch Limited,Large,Consumer Cyclical,Auto Parts,BOSCHLTD,36.620853,475972141056
IDBI Bank Limited,None,Financial Services,Banks—Regional,IDBI,23.732496,528480501760
Procter & Gamble Hygiene and Health Care Limited,Large,Consumer Defensive,Household & Personal Products,PGHH,82.70435,509628121088
Gland Pharma Limited,Large,Healthcare,Drug Manufacturers—General,GLAND,49.554016,558630240256
United Spirits Limited,Large,Consumer Defensive,Beverages—Wineries & Distilleries,MCDOWELL-N,71.74937,619895717888
NMDC Limited,Large,Basic Materials,Steel,NMDC,4.2802696,450874343424
Piramal Enterprises Limited,Large,Healthcare,Drug Manufacturers—Specialty & Generic,PEL,47.559002,553662349312
Godrej Properties Limited,Mid,Real Estate,Real Estate—Development,GODREJPROP,0,0
Yes Bank Limited,Large,Financial Services,Banks—Regional,YESBANK,0,0
Jubilant Foodworks Limited,Large,Consumer Cyclical,Restaurants,JUBLFOOD,97.69969,410007896064
Punjab National Bank,Large,Financial Services,Banks—Regional,PNB,10.812325,425024585728
AU Small Finance Bank Limited,Mid,Financial Services,Banks—Regional,AUBANK,36.101086,407899701248
Bank of Baroda,Large,Financial Services,Banks—Regional,BANKBARODA,14.010099,559541125120
Gujarat Gas Limited,Mid,Utilities,Utilities—Regulated Gas,GUJGASLTD,30.910072,453821104128
Bajaj Holdings & Investment Limited,Large,Financial Services,Asset Management,BAJAJHLDNG,14.74617,591049064448
Container Corporation of India Limited,Mid,Industrials,Railroads,CONCOR,47.114704,364144590848
Shriram Transport Finance Company Limited,Mid,Financial Services,Credit Services,SRTRANSFIN,13.051882,337960665088
Indraprastha Gas Limited,Large,Utilities,Utilities—Regulated Gas,IGL,18.596752,270235385856
ACC Limited,Large,Basic Materials,Building Materials,ACC,20.392435,417844887552
Jindal Steel & Power Limited,Large,Basic Materials,Steel,JINDALSTEL,6.1782937,422980321280
General Insurance Corporation of India,Mid,Financial Services,Insurance—Reinsurance,GICRE,9.05337,232804728832
MRF Limited,Mid,Consumer Cyclical,Auto Parts,MRF,23.389482,282408222720
Hindustan Petroleum Corporation Limited,Large,Energy,Oil & Gas Refining & Marketing,HINDPETRO,4.697301,427054465024
MindTree Limited,Mid,Technology,Information Technology Services,MINDTREE,46.649067,646604521472
3M India Limited,Mid,Industrials,Conglomerates,3MINDIA,111.12445,249095012352
PI Industries Limited,Large,Basic Materials,Agricultural Inputs,PIIND,50.072716,402000707584
Page Industries Limited,Mid,Consumer Cyclical,Apparel Manufacturing,PAGEIND,104.612114,461016924160
Petronet LNG Limited,Mid,Energy,Oil & Gas Refining & Marketing,PETRONET,10.82793,326320848896
Ashok Leyland Limited,Mid,Consumer Cyclical,Auto Manufacturers,ASHOKLEY,0,0
Hindustan Aeronautics Limited,Mid,Industrials,Aerospace & Defense,HAL,13.093314,460616368128
MphasiS Limited,Mid,Technology,Information Technology Services,MPHASIS,43.42124,572193767424
Voltas Limited,Mid,Industrials,Specialty Industrial Machinery,VOLTAS,66.73852,394398334976
Alkem Laboratories Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,ALKEM,23.796822,405325348864
Tata Power Company Limited,Mid,Utilities,Utilities—Independent Power Producers,TATAPOWER,53.90104,748348637184
United Breweries Limited,Mid,Consumer Defensive,Beverages—Brewers,UBL,124.42594,417220329472
Adani Power Limited,None,Utilities,Utilities—Independent Power Producers,ADANIPOWER,0,0
Balkrishna Industries Limited,Mid,Consumer Cyclical,Auto Parts,BALKRISIND,28.120806,401210081280
Steel Authority of India Limited,Large,Basic Materials,Steel,SAIL,3.1222584,411607334912
Astral Poly Technik Limited,Mid,Industrials,Building Products & Equipment,ASTRAL,68.04138,385846771712
Kansai Nerolac Paints Limited,Mid,Basic Materials,Specialty Chemicals,KANSAINER,49.88899,266415112192
SRF Limited,Mid,Basic Materials,Specialty Chemicals,SRF,49.11119,738681094144
IDFC First Bank Limited,Mid,Financial Services,Banks—Regional,IDFCFIRSTB,0,0
Bharat Electronics Limited,Mid,Industrials,Aerospace & Defense,BEL,20.993624,481348386816
Tata Communications Limited,Mid,Communication Services,Telecom Services,TATACOMM,26.961489,358544277504
Power Finance Corporation Limited,Mid,Financial Services,Credit Services,PFC,2.454056,320109674496
Indian Railway Finance Corporation Limited,Mid,Financial Services,Credit Services,IRFC,5.166094,294694649856
ABB India Limited,Mid,Industrials,Specialty Industrial Machinery,ABB,110.35422,429113704448
Dalmia Bharat Limited,Mid,Basic Materials,Building Materials,DALBHARAT,27.79534,345533677568
Max Financial Services Limited,Mid,Financial Services,Insurance—Life,MFSL,93.862175,292510203904
Varun Beverages Limited,Mid,Consumer Defensive,Beverages—Non-Alcoholic,VBL,60.99487,401421598720
Aditya Birla Capital Limited,Mid,Financial Services,Financial Conglomerates,ABCAPITAL,20.99388,281728909312
Sundaram Finance Limited,Mid,Financial Services,Credit Services,SUNDARMFIN,20.18471,235542593536
Whirlpool of India Limited,Mid,Consumer Cyclical,"Furnishings, Fixtures & Appliances",WHIRLPOOL,34.715755,222467211264
Indian Railway Catering And Tourism Corporation Limited,Mid,Industrials,Railroads,IRCTC,156.67674,662679977984
L&T Technology Services Limited,Mid,Technology,Information Technology Services,LTTS,57.557533,475431469056
TVS Motor Company Limited,Mid,Consumer Cyclical,Auto Manufacturers,TVSMOTOR,37.878437,312654757888
Bharat Forge Limited,Mid,Consumer Cyclical,Auto Parts,BHARATFORG,78.96181,334991294464
Oracle Financial Services Software Limited,Mid,Technology,Software—Infrastructure,OFSS,17.150034,318328012800
Trent Limited,Mid,Consumer Cyclical,Apparel Retail,TRENT,549.5623,379393507328
Vodafone Idea Limited,Mid,Communication Services,Telecom Services,IDEA,0,0
Indian Overseas Bank,None,Financial Services,Banks—Regional,IOB,26.48248,371432161280
Supreme Industries Limited,Mid,Consumer Cyclical,Packaging & Containers,SUPREMEIND,21.870354,254054006784
REC Limited,Mid,Financial Services,Credit Services,RECLTD,2.784977,258912010240
Cummins India Limited,Mid,Industrials,Specialty Industrial Machinery,CUMMINSIND,30.107815,263963705344
The New India Assurance Company Limited,Mid,Financial Services,Insurance—Diversified,NIACL,21.848255,218771996672
Canara Bank,Mid,Financial Services,Banks—Regional,CANBK,8.939619,448271548416
Crompton Greaves Consumer Electricals Limited,Mid,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CROMPTON,38.280567,248326602752
Mahindra & Mahindra Financial Services Limited,Mid,Financial Services,Credit Services,M&MFIN,0,0
NHPC Limited,Mid,Utilities,Utilities—Renewable,NHPC,8.51547,301832994816
GlaxoSmithKline Pharmaceuticals Limited,Mid,Healthcare,Drug Manufacturers—General,GLAXO,53.44592,265692495872
IPCA Laboratories Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,IPCALAB,12.737918,125328113664
L&T Finance Holdings Limited,Mid,Financial Services,Credit Services,L&TFH,0,0
The Ramco Cements Limited,Mid,Basic Materials,Building Materials,RAMCOCEM,18.049265,204309889024
Indiamart Intermesh Limited,Mid,Communication Services,Internet Content & Information,INDIAMART,50.857002,156030877696
Tube Investments of India Limited,Mid,Consumer Cyclical,Auto Parts,TIINDIA,58.96988,319421644800
Aarti Industries Limited,Mid,Basic Materials,Specialty Chemicals,AARTIIND,54.48509,356957847552
Coromandel International Limited,Mid,Basic Materials,Agricultural Inputs,COROMANDEL,17.479914,235003592704
Deepak Nitrite Limited,Mid,Basic Materials,Chemicals,DEEPAKNTR,27.364756,291083091968
Dr. Lal Path Labs Ltd.,Mid,Healthcare,Diagnostics & Research,LALPATHLAB,55.279778,224702005248
JK Cement Limited,Mid,Basic Materials,Building Materials,JKCEMENT,30.688305,238913273856
Bank of India,Mid,Financial Services,Banks—Regional,BANKINDIA,7.362047,219749122048
Union Bank of India,Mid,Financial Services,Banks—Regional,UNIONBANK,6.2651114,301070745600
Relaxo Footwears Limited,Mid,Consumer Cyclical,Footwear & Accessories,RELAXO,107.77627,314904117248
Syngene International Limited,Mid,Healthcare,Biotechnology,SYNGENE,57.02113,229316001792
LIC Housing Finance Limited,Mid,Financial Services,Mortgage Finance,LICHSGFIN,13.577073,216422285312
Emami Limited,Mid,Consumer Defensive,Household & Personal Products,EMAMILTD,39.510242,221256843264
Dixon Technologies (India) Limited,Mid,Technology,Consumer Electronics,DIXON,136.80188,251824619520
Atul Limited,Mid,Basic Materials,Specialty Chemicals,ATUL,0,0
Oberoi Realty Limited,Mid,Real Estate,Real Estate—Development,OBEROIRLTY,36.114296,332495847424
Nippon Life India Asset Management Limited,Mid,Financial Services,Asset Management,NAM-INDIA,26.344522,201205104640
Pfizer Limited,Mid,Healthcare,Drug Manufacturers—General,PFIZER,34.413784,201180086272
Polycab India Limited,Mid,Industrials,Electrical Equipment & Parts,POLYCAB,44.10181,358474907648
Endurance Technologies Limited,Mid,Consumer Cyclical,Auto Parts,ENDURANCE,32.912228,199903232000
Torrent Power Limited,Mid,Utilities,Utilities—Independent Power Producers,TORNTPOWER,17.77819,229590745088
Max Healthcare Institute Limited,Mid,Healthcare,Medical Care Facilities,MAXHEALTH,76.197914,354627158016
Zee Entertainment Enterprises Limited,Mid,Communication Services,Broadcasting,ZEEL,22.258171,257706426368
Laurus Labs Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,LAURUSLABS,29.466566,297428189184
AIA Engineering Limited,Mid,Industrials,Specialty Industrial Machinery,AIAENG,29.513103,171116068864
Gillette India Limited,Mid,Consumer Defensive,Household & Personal Products,GILLETTE,55.492046,164819206144
Tata Chemicals Limited,Mid,Basic Materials,Chemicals,TATACHEM,33.848656,230643335168
Aavas Financiers Limited,Mid,Financial Services,Mortgage Finance,AAVAS,73.318016,236827721728
Ruchi Soya Industries Limited,None,Consumer Defensive,Packaged Foods,RUCHI,28.988432,254949425152
Alembic Pharmaceuticals Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,APLLTD,16.566935,145549967360
Sun TV Network Limited,Mid,Communication Services,Broadcasting,SUNTV,11.917616,201810919424
Godrej Industries Limited,Mid,Industrials,Conglomerates,GODREJIND,46.36033,184565825536
Sanofi India Limited,Mid,Healthcare,Drug Manufacturers—General,SANOFI,17.309265,169182199808
Bata India Limited,Mid,Consumer Cyclical,Footwear & Accessories,BATAINDIA,1041.4395,245620277248
Coforge Limited,Mid,Technology,Information Technology Services,COFORGE,52.766304,272143908864
APL Apollo Tubes Limited,Mid,Basic Materials,Steel,APLAPOLLO,40.077415,212339998720
Escorts Limited,Mid,Industrials,Farm & Heavy Construction Machinery,ESCORTS,20.185057,249727909888
Aditya Birla Fashion and Retail Limited,Mid,Consumer Cyclical,Apparel Manufacturing,ABFRL,0,0
Schaeffler India Limited,Mid,Industrials,Specialty Industrial Machinery,SCHAEFFLER,8.941093,51856809984
Bharat Heavy Electricals Limited,Mid,Industrials,Specialty Industrial Machinery,BHEL,0,0
Sundram Fasteners Limited,Mid,Consumer Cyclical,Auto Parts,SUNDRMFAST,34.303814,180363362304
Tata Elxsi Limited,Mid,Technology,Software—Application,TATAELXSI,96.17811,441477398528
Thermax Limited,Mid,Industrials,Specialty Industrial Machinery,THERMAX,64.51047,218889568256
Hatsun Agro Product Limited,Mid,Consumer Defensive,Packaged Foods,HATSUN,93.06453,245338079232
Exide Industries Limited,Mid,Consumer Cyclical,Auto Parts,EXIDEIND,17.10611,135779704832
Ajanta Pharma Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,AJANTPHARM,25.10324,176953262080
Gujarat State Petronet Limited,Mid,Utilities,Utilities—Regulated Gas,GSPL,9.208086,165257396224
Linde India Limited,Mid,Basic Materials,Specialty Chemicals,LINDEINDIA,45.143375,223947767808
The Federal Bank  Limited,Mid,Financial Services,Banks—Regional,FEDERALBNK,11.369848,209887690752
Natco Pharma Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,NATCOPHARM,63.760254,163959504896
Fortis Healthcare Limited,Mid,Healthcare,Medical Care Facilities,FORTIS,45.542706,202102276096
Kajaria Ceramics Limited,Mid,Industrials,Building Products & Equipment,KAJARIACER,49.98822,202813095936
Minda Industries Limited,Mid,Consumer Cyclical,Auto Parts,MINDAIND,77.01835,287733579776
Persistent Systems Limited,Mid,Technology,Information Technology Services,PERSISTENT,54.594067,312104419328
GMR Infrastructure Limited,None,Industrials,Airports & Air Services,GMRINFRA,0,0
Amara Raja Batteries Limited,Mid,Industrials,Electrical Equipment & Parts,AMARAJABAT,15.709153,102598868992
Sumitomo Chemical India Limited,Mid,Basic Materials,Agricultural Inputs,SUMICHEM,52.845528,194666938368
JSW Energy Limited,Mid,Utilities,Utilities—Independent Power Producers,JSWENERGY,69.83181,537988890624
Vinati Organics Limited,Mid,Basic Materials,Specialty Chemicals,VINATIORGA,65.64316,195121348608
Apollo Tyres Limited,Mid,Consumer Cyclical,Auto Parts,APOLLOTYRE,13.245053,136896020480
Rajesh Exports Limited,Mid,Consumer Cyclical,Luxury Goods,RAJESHEXPO,22.370737,243870007296
Affle (India) Limited,Mid,Communication Services,Advertising Agencies,AFFLE,89.86846,159419088896
Bank of Maharashtra,None,Financial Services,Banks—Regional,MAHABANK,15.602263,129898643456
Navin Fluorine International Limited,Mid,Basic Materials,Chemicals,NAVINFLUOR,74.35307,188038856704
The Phoenix Mills Limited,Mid,Real Estate,Real Estate—Diversified,PHOENIXLTD,98.38912,161621442560
CRISIL Limited,Mid,Financial Services,Financial Data & Stock Exchanges,CRISIL,50.841324,207686303744
Oil India Limited,Mid,Energy,Oil & Gas E&P,OIL,5.3798,245076656128
Blue Dart Express Limited,Mid,Industrials,Integrated Freight & Logistics,BLUEDART,49.740402,152760221696
The Indian Hotels Company Limited,Mid,Consumer Cyclical,Lodging,INDHOTEL,0,0
Glenmark Pharmaceuticals Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,GLENMARK,13.150301,137585115136
Indian Bank,Mid,Financial Services,Banks—Regional,INDIANB,3.8732486,193173700608
Suven Pharmaceuticals Limited,Mid,Healthcare,Drug Manufacturers—Specialty & Generic,SUVENPHAR,34.75956,138559717376
Manappuram Finance Limited,Mid,Financial Services,Credit Services,MANAPPURAM,6.0146394,105875357696
Zydus Wellness Limited,Mid,Consumer Defensive,Packaged Foods,ZYDUSWELL,33.130196,95645614080
Vaibhav Global Limited,Mid,Consumer Cyclical,Luxury Goods,VAIBHAVGBL,25.257078,71649656832
WABCO India Limited,Mid,Consumer Cyclical,Auto Parts,WABCOINDIA,95.482124,146857590784
RBL Bank Limited,Mid,Financial Services,Banks—Regional,RBLBANK,0,0
Castrol India Limited,Mid,Basic Materials,Specialty Chemicals,CASTROLIND,15.33586,116073463808
ICICI Securities Limited,Mid,Financial Services,Capital Markets,ISEC,18.384033,231079411712
Prestige Estates Projects Limited,Mid,Real Estate,Real Estate—Diversified,PRESTIGE,11.571507,176539631616
Alkyl Amines Chemicals Limited,Mid,Basic Materials,Specialty Chemicals,ALKYLAMINE,51.470974,159257067520
Solar Industries India Limited,Mid,Basic Materials,Specialty Chemicals,SOLARINDS,60.89292,207222325248
Mahanagar Gas Limited,Mid,Utilities,Utilities—Regulated Gas,MGL,9.454015,79259312128
City Union Bank Limited,Mid,Financial Services,Banks—Regional,CUB,15.609984,98483814400
Metropolis Healthcare Limited,Mid,Healthcare,Diagnostics & Research,METROPOLIS,39.740288,100731912192
Indigo Paints Limited,None,Basic Materials,Specialty Chemicals,INDIGOPNTS,126.626335,88817557504
Cholamandalam Financial Holdings Limited,Mid,Financial Services,Credit Services,CHOLAHLDNG,16.973713,130232934400
Bajaj Electricals Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BAJAJELEC,72.23825,135141826560
Amber Enterprises India Limited,None,Technology,Consumer Electronics,AMBER,95.772224,117046861824
SKF India Limited,Mid,Industrials,Specialty Industrial Machinery,SKFINDIA,40.239803,172884688896
Tanla Platforms Limited,None,Technology,Software—Application,TANLA,53.553375,233021587456
Hindustan Copper Limited,Mid,Basic Materials,Copper,HINDCOPPER,97.07191,126631788544
UCO Bank,None,Financial Services,Banks—Regional,UCOBANK,31.683168,153383682048
Iifl Wealth Management Limited,None,Financial Services,Asset Management,IIFLWAM,30.569466,139638243328
Jubilant Pharmova Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,JUBLPHARMA,8.699501,71995006976
V-Guard Industries Limited,None,Industrials,Electrical Equipment & Parts,VGUARD,40.197,92381175808
ITI Limited,Mid,Technology,Communication Equipment,ITI,429.72974,103901110272
IIFL Finance Limited,None,Financial Services,Credit Services,IIFL,11.583744,123900297216
KEC International Limited,None,Industrials,Engineering & Construction,KEC,26.46929,123312259072
Grindwell Norton Limited,None,Industrials,Building Products & Equipment,GRINDWELL,62.743332,178437242880
Aegis Logistics Limited,None,Energy,Oil & Gas Midstream,AEGISCHEM,26.255598,80322994176
Akzo Nobel India Limited,None,Basic Materials,Specialty Chemicals,AKZOINDIA,30.370014,89035841536
CREDITACCESS GRAMEEN LIMITED,None,Financial Services,Credit Services,CREDITACC,162.12535,111300468736
Quess Corp Limited,None,Industrials,Staffing & Employment Services,QUESS,139.2315,85469560832
Procter & Gamble Health Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,PGHL,46.06478,79718055936
SJVN Limited,None,Utilities,Utilities—Renewable,SJVN,7.6294622,119269433344
National Aluminium Company Limited,Mid,Basic Materials,Aluminum,NATIONALUM,9.859498,222966890496
Godrej Agrovet Limited,None,Consumer Defensive,Farm Products,GODREJAGRO,28.217394,94076149760
TTK Prestige Limited,Mid,Consumer Cyclical,"Furnishings, Fixtures & Appliances",TTKPRESTIG,39.37737,119748640768
Alok Industries Limited,None,Consumer Cyclical,Textile Manufacturing,ALOKINDS,0,0
Graphite India Limited,None,Industrials,Electrical Equipment & Parts,GRAPHITE,27.371696,99729612800
Indian Energy Exchange Limited,None,Financial Services,Capital Markets,IEX,75.82702,197752340480
Intellect Design Arena Limited,None,Technology,Information Technology Services,INTELLECT,30.119167,92718751744
Orchid Pharma Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,ORCHPHARMA,0,0
Timken India Limited,None,Industrials,Tools & Accessories,TIMKEN,63.851814,144292036608
JB Chemicals & Pharmaceuticals Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,JBCHEPHARM,28.28387,135279435776
Carborundum Universal Limited,None,Industrials,Conglomerates,CARBORUNIV,46.268898,163447308288
Sheela Foam Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",SFL,60.60423,156390686720
Central Bank of India,None,Financial Services,Banks—Regional,CENTRALBK,0,0
Chambal Fertilizers & Chemicals Limited,None,Basic Materials,Agricultural Inputs,CHAMBLFERT,9.17093,165650776064
Motilal Oswal Financial Services Limited,Mid,Financial Services,Capital Markets,MOTILALOFS,9.115888,138198564864
Indiabulls Housing Finance Limited,None,Financial Services,Mortgage Finance,IBULHSGFIN,7.296023,89338273792
Galaxy Surfactants Limited,None,Basic Materials,Specialty Chemicals,GALAXYSURF,36.163757,102226829312
Shriram City Union Finance Limited,None,Financial Services,Credit Services,SHRIRAMCIT,10.750785,119245922304
Blue Star Limited,None,Industrials,Specialty Industrial Machinery,BLUESTARCO,71.15706,102588760064
BASF India Limited,None,Basic Materials,Chemicals,BASF,23.757093,120113209344
CG Power and Industrial Solutions Limited,None,Industrials,Electrical Equipment & Parts,CGPOWER,0,0
